cust_id,transaction_type,transaction_date,subscription_type,subscription_price
1656,initial,2022-09-01,MAX,150
1657,initial,2022-08-01,PRO,100
1657,UPGRADE,2022-11-01,MAX,150
1658,initial,2021-02-01,BASIC,50
1659,initial,2020-07-01,MAX,150
1659,REDUCTION,2021-12-01,PRO,100
1660,initial,2020-06-01,BASIC,50
1660,UPGRADE,2020-12-01,PRO,100
1661,initial,2021-10-01,BASIC,50
1661,UPGRADE,2022-05-01,MAX,150
1661,CHURN,2022-11-01,MAX,150
1662,initial,2022-01-01,BASIC,50
1662,CHURN,2022-07-01,BASIC,50
1663,initial,2022-12-01,BASIC,50
1663,CHURN,2023-04-10,BASIC,50
1664,initial,2020-08-01,PRO,100
1664,UPGRADE,2021-04-01,MAX,150
1664,CHURN,2022-01-01,MAX,150
1665,initial,2020-05-01,PRO,100
1665,REDUCTION,2021-06-01,BASIC,50
1666,initial,2021-03-01,BASIC,50
"""1666""",UPGRADE,2022-08-01,PRO,100
1667,initial,2020-12-01,PRO,100
1667,REDUCTION,2021-03-01,BASIC,50
"""1668""",initial,2022-12-01,MAX,150
1669,initial,2021-07-01,MAX,150
1670,initial,2022-05-01,MAX,150
1670,REDUCTION,2022-10-01,PRO,100
1670,CHURN,2023-03-20,PRO,100
"""1671""",initial,2020-06-01,BASIC,50
1671,UPGRADE,2022-04-01,PRO,100
1671,CHURN,2022-07-01,PRO,100
1672,initial,2021-03-01,PRO,100
1672,REDUCTION,2022-04-01,BASIC,50
1673,initial,2022-03-01,PRO,100
"""1673""",CHURN,2022-09-01,PRO,100
"""1674""",initial,2021-03-01,BASIC,50
1675,initial,2020-03-01,BASIC,50
1675,UPGRADE,2022-09-01,MAX,150
1676,initial,2022-01-01,BASIC,50
1676,UPGRADE,2022-09-01,MAX,150
"""1677""",initial,2022-09-01,PRO,100
1678,initial,2020-02-01,PRO,100
1678,REDUCTION,2020-04-01,BASIC,50
"""1678""",CHURN,2021-05-01,BASIC,50
1679,initial,2021-03-01,PRO,100
1679,REDUCTION,2022-01-01,BASIC,50
1680,initial,2020-12-01,PRO,100
1680,UPGRADE,2021-07-01,MAX,150
1681,initial,2021-01-01,BASIC,50
1681,UPGRADE,2022-01-01,MAX,150
1682,initial,2022-06-01,BASIC,50
1682,CHURN,2022-10-01,BASIC,50
1683,initial,2021-12-01,BASIC,50
1684,initial,2022-05-01,BASIC,50
1685,initial,2022-08-01,BASIC,50
1686,initial,2021-06-01,PRO,100
1686,REDUCTION,2022-07-01,BASIC,50
1687,initial,2022-07-01,BASIC,50
"""1688""",initial,2020-09-01,BASIC,50
1688,CHURN,2021-01-01,BASIC,50
1689,initial,2021-03-01,MAX,150
1689,REDUCTION,2021-06-01,PRO,100
1689,CHURN,2021-09-01,PRO,100
1690,initial,2021-04-01,BASIC,50
1690,CHURN,2021-09-01,BASIC,50
1691,initial,2022-10-01,PRO,100
1692,initial,2021-10-01,BASIC,50
1693,initial,2020-07-01,BASIC,50
1694,initial,2021-05-01,PRO,100
1694,CHURN,2021-09-01,PRO,100
1695,initial,2020-04-01,BASIC,50
1695,UPGRADE,2021-10-01,PRO,100
1696,initial,2021-06-01,BASIC,50
1697,initial,2022-08-01,BASIC,50
1698,initial,2020-12-01,BASIC,50
1698,CHURN,2022-01-01,BASIC,50
1699,initial,2022-02-01,BASIC,50
1700,initial,2021-02-01,PRO,100
1700,CHURN,2021-11-01,PRO,100
1701,initial,2021-05-01,MAX,150
1702,initial,2020-11-01,MAX,150
1702,REDUCTION,2021-10-01,PRO,100
1702,CHURN,2022-07-01,PRO,100
1703,initial,2020-11-01,PRO,100
1703,REDUCTION,2022-04-01,BASIC,50
1704,initial,2020-12-01,PRO,100
1704,UPGRADE,2022-01-01,MAX,150
1705,initial,2022-12-01,PRO,100
1706,initial,2020-04-01,BASIC,50
1706,UPGRADE,2021-07-01,MAX,150
"""1707""",initial,2020-02-01,BASIC,50
1707,UPGRADE,2021-02-01,MAX,150
1707,CHURN,2021-08-01,MAX,150
1708,initial,2020-09-01,PRO,100
1708,UPGRADE,2021-10-01,MAX,150
1709,initial,2021-01-01,PRO,100
1709,REDUCTION,2022-02-01,BASIC,50
1709,CHURN,2022-08-01,BASIC,50
1710,initial,2022-07-01,MAX,150
1710,CHURN,2023-04-16,MAX,150
1711,initial,2022-02-01,PRO,100
1711,REDUCTION,2022-03-01,BASIC,50
1712,initial,2022-10-01,PRO,100
1713,initial,2020-11-01,BASIC,50
1713,CHURN,2021-12-01,BASIC,50
1714,initial,2020-12-01,MAX,150
1714,REDUCTION,2021-09-01,BASIC,50
"""1715""",initial,2022-06-01,BASIC,50
"""1716""",initial,2022-07-01,BASIC,50
1717,initial,2022-08-01,BASIC,50
1718,initial,2022-08-01,PRO,100
1718,CHURN,2022-12-31,PRO,100
1719,initial,2022-06-01,BASIC,50
"""1720""",initial,2020-09-01,PRO,100
1720,REDUCTION,2022-04-01,BASIC,50
1721,initial,2021-11-01,BASIC,50
1722,initial,2021-08-01,BASIC,50
1723,initial,2020-12-01,PRO,100
1723,UPGRADE,2021-10-01,MAX,150
1724,initial,2022-07-01,PRO,100
1725,initial,2022-01-01,BASIC,50
1725,UPGRADE,2022-06-01,PRO,100
1725,CHURN,2022-06-01,BASIC,50
1726,initial,2021-12-01,PRO,100
1726,UPGRADE,2022-06-01,MAX,150
1727,initial,2021-02-01,PRO,100
"""1727""",UPGRADE,2022-04-01,MAX,150
1728,initial,2020-06-01,BASIC,50
1728,UPGRADE,2021-07-01,MAX,150
1729,initial,2020-06-01,PRO,100
"""1729""",REDUCTION,2021-12-01,BASIC,50
1730,initial,2020-11-01,PRO,100
1730,CHURN,2021-04-01,PRO,100
1731,initial,2022-08-01,PRO,100
1732,initial,2020-09-01,BASIC,50
1732,UPGRADE,2022-10-01,PRO,100
1733,initial,2022-09-01,PRO,100
1734,initial,2021-08-01,PRO,100
1734,UPGRADE,2022-04-01,MAX,150
1735,initial,2020-06-01,MAX,150
1735,REDUCTION,2021-09-01,PRO,100
1736,initial,2021-11-01,PRO,100
1736,UPGRADE,2022-11-01,MAX,150
1737,initial,2021-04-01,BASIC,50
1737,UPGRADE,2021-08-01,MAX,150
1737,CHURN,2021-08-01,BASIC,50
1738,initial,2022-10-01,MAX,150
1739,initial,2022-01-01,PRO,100
1739,REDUCTION,2022-05-01,BASIC,50
1740,initial,2022-07-01,MAX,150
1741,initial,2020-08-01,PRO,100
1741,UPGRADE,2022-02-01,MAX,150
1742,initial,2021-09-01,MAX,150
1743,initial,2022-11-01,BASIC,50
1744,initial,2021-11-01,MAX,150
1744,REDUCTION,2022-03-01,BASIC,50
1745,initial,2020-08-01,BASIC,50
1745,UPGRADE,2022-10-01,MAX,150
1746,initial,2022-04-01,PRO,100
1746,CHURN,2022-07-01,PRO,100
1747,initial,2022-01-01,PRO,100
1747,CHURN,2022-07-30,PRO,100
1748,initial,2021-11-01,MAX,150
"""1748""",REDUCTION,2022-03-01,PRO,100
1749,initial,2020-12-01,BASIC,50
1750,initial,2022-12-01,BASIC,50
1751,initial,2021-01-01,BASIC,50
1751,UPGRADE,2021-04-01,MAX,150
1752,initial,2020-05-01,PRO,100
1752,CHURN,2021-01-01,PRO,100
1753,initial,2022-04-01,PRO,100
1754,initial,2020-10-01,PRO,100
1754,CHURN,2021-05-01,PRO,100
1755,initial,2021-12-01,PRO,100
1756,initial,2022-10-01,BASIC,50
1757,initial,2020-05-01,BASIC,50
1757,UPGRADE,2020-11-01,PRO,100
1757,CHURN,2021-05-01,PRO,100
1758,initial,2022-08-01,PRO,100
1758,REDUCTION,2022-11-01,BASIC,50
1758,CHURN,2023-05-20,BASIC,50
1759,initial,2022-11-01,MAX,150
1760,initial,2020-10-01,PRO,100
"""1760""",REDUCTION,2021-02-01,BASIC,50
1760,CHURN,2021-10-01,BASIC,50
1761,initial,2020-11-01,PRO,100
1761,UPGRADE,2022-11-01,MAX,150
1762,initial,2021-11-01,MAX,150
"""1762""",REDUCTION,2022-08-01,PRO,100
1763,initial,2021-05-01,BASIC,50
1763,UPGRADE,2022-07-01,PRO,100
1764,initial,2021-10-01,MAX,150
1764,REDUCTION,2022-06-01,PRO,100
1765,initial,2020-02-01,PRO,100
1765,UPGRADE,2020-12-01,MAX,150
1766,initial,2020-05-01,MAX,150
1766,REDUCTION,2020-11-01,BASIC,50
1766,CHURN,2021-04-11,BASIC,50
1767,initial,2020-11-01,BASIC,50
1767,UPGRADE,2021-02-01,MAX,150
1767,CHURN,2021-07-01,MAX,150
1768,initial,2020-11-01,PRO,100
1768,REDUCTION,2022-02-01,BASIC,50
1768,CHURN,2022-11-01,BASIC,50
1769,initial,2020-12-01,PRO,100
1769,REDUCTION,2021-04-01,BASIC,50
1770,initial,2020-10-01,BASIC,50
1770,UPGRADE,2022-04-01,MAX,150
1771,initial,2020-03-01,BASIC,50
1771,CHURN,2020-07-01,BASIC,50
1772,initial,2022-02-01,BASIC,50
1772,UPGRADE,2022-06-01,MAX,150
"""1773""",initial,2022-01-01,PRO,100
1773,REDUCTION,2022-03-01,BASIC,50
1773,CHURN,2022-09-01,BASIC,50
1774,initial,2021-06-01,PRO,100
1774,UPGRADE,2022-02-01,MAX,150
"""1775""",initial,2021-03-01,BASIC,50
1776,initial,2020-02-01,BASIC,50
"""1776""",UPGRADE,2022-08-01,PRO,100
1777,initial,2021-04-01,BASIC,50
"""1777""",UPGRADE,2022-04-01,MAX,150
1777,CHURN,2022-11-01,MAX,150
1778,initial,2021-10-01,BASIC,50
1779,initial,2022-07-01,BASIC,50
1780,initial,2020-07-01,MAX,150
1780,REDUCTION,2021-07-01,PRO,100
1781,initial,2020-09-01,PRO,100
"""1781""",UPGRADE,2022-08-01,MAX,150
1782,initial,2021-07-01,BASIC,50
1783,initial,2021-01-01,BASIC,50
1783,UPGRADE,2021-10-01,PRO,100
1783,CHURN,2022-04-01,PRO,100
1784,initial,2021-11-01,BASIC,50
1785,initial,2021-06-01,BASIC,50
1785,UPGRADE,2022-05-01,PRO,100
1786,initial,2021-11-01,PRO,100
1786,REDUCTION,2022-11-01,BASIC,50
1787,initial,2020-11-01,BASIC,50
1787,UPGRADE,2021-08-01,PRO,100
1787,CHURN,2021-11-01,BASIC,50
"""1788""",initial,2022-10-01,MAX,150
1788,REDUCTION,2022-11-01,BASIC,50
1789,initial,2021-02-01,BASIC,50
1789,UPGRADE,2022-04-01,PRO,100
1790,initial,2021-10-01,PRO,100
1790,REDUCTION,2022-09-01,BASIC,50
1791,initial,2022-09-01,BASIC,50
1792,initial,2022-03-01,BASIC,50
1793,initial,2020-12-01,PRO,100
1793,REDUCTION,2022-03-01,BASIC,50
1794,initial,2020-07-01,PRO,100
1794,UPGRADE,2022-07-01,MAX,150
1795,initial,2020-12-01,PRO,100
1795,UPGRADE,2022-11-01,MAX,150
1796,initial,2022-02-01,BASIC,50
1797,initial,2021-12-01,PRO,100
1797,REDUCTION,2022-03-01,BASIC,50
1797,CHURN,2022-08-29,BASIC,50
1798,initial,2021-10-01,BASIC,50
1799,initial,2022-09-01,MAX,150
1799,REDUCTION,2022-10-01,PRO,100
1800,initial,2021-12-01,MAX,150
1800,REDUCTION,2022-03-01,BASIC,50
1801,initial,2021-12-01,BASIC,50
1801,CHURN,2022-08-01,BASIC,50
1802,initial,2020-01-01,MAX,150
1802,REDUCTION,2020-11-01,BASIC,50
1803,initial,2021-01-01,BASIC,50
1803,UPGRADE,2022-09-01,MAX,150
1804,initial,2021-07-01,BASIC,50
1805,initial,2022-06-01,PRO,100
1805,REDUCTION,2022-09-01,BASIC,50
1806,initial,2020-06-01,BASIC,50
1806,UPGRADE,2022-10-01,MAX,150
1807,initial,2021-11-01,PRO,100
1808,initial,2021-01-01,PRO,100
1808,UPGRADE,2022-03-01,MAX,150
1809,initial,2021-06-01,PRO,100
"""1809""",UPGRADE,2022-04-01,MAX,150
1810,initial,2020-08-01,PRO,100
1810,REDUCTION,2021-05-01,BASIC,50
"""1811""",initial,2020-04-01,BASIC,50
1811,UPGRADE,2021-06-01,MAX,150
1812,initial,2022-02-01,PRO,100
1813,initial,2022-05-01,PRO,100
1814,initial,2022-06-01,PRO,100
1815,initial,2020-07-01,PRO,100
"""1815""",UPGRADE,2021-11-01,MAX,150
1816,initial,2021-08-01,MAX,150
1816,REDUCTION,2021-09-01,BASIC,50
1816,CHURN,2022-07-31,BASIC,50
1817,initial,2021-02-01,MAX,150
1817,REDUCTION,2022-08-01,BASIC,50
1818,initial,2021-02-01,PRO,100
1818,UPGRADE,2021-11-01,MAX,150
1818,CHURN,2022-01-03,MAX,150
"""1819""",initial,2022-10-01,MAX,150
1820,initial,2022-01-01,PRO,100
1820,REDUCTION,2022-06-01,BASIC,50
1821,initial,2020-05-01,BASIC,50
1821,UPGRADE,2022-02-01,MAX,150
1822,initial,2020-04-01,BASIC,50
1822,UPGRADE,2021-10-01,PRO,100
1823,initial,2020-01-01,PRO,100
1823,UPGRADE,2022-11-01,MAX,150
1824,initial,2020-11-01,BASIC,50
1824,CHURN,2021-12-01,BASIC,50
"""1825""",initial,2020-08-01,MAX,150
1825,REDUCTION,2021-03-01,PRO,100
1826,initial,2021-09-01,PRO,100
1826,REDUCTION,2022-09-01,BASIC,50
1827,initial,2021-06-01,MAX,150
1827,REDUCTION,2022-10-01,PRO,100
1828,initial,2022-05-01,BASIC,50
1829,initial,2021-09-01,BASIC,50
1830,initial,2022-06-01,MAX,150
1831,initial,2021-04-01,BASIC,50
1831,UPGRADE,2022-01-01,PRO,100
1832,initial,2020-11-01,BASIC,50
1832,UPGRADE,2021-02-01,MAX,150
1833,initial,2021-08-01,BASIC,50
"""1834""",initial,2021-11-01,PRO,100
1834,REDUCTION,2022-11-01,BASIC,50
"""1835""",initial,2021-03-01,BASIC,50
1836,initial,2021-04-01,BASIC,50
1837,initial,2020-10-01,BASIC,50
1837,UPGRADE,2021-01-01,MAX,150
1837,CHURN,2021-03-01,BASIC,50
1838,initial,2022-08-01,BASIC,50
"""1839""",initial,2020-12-01,MAX,150
1839,REDUCTION,2022-02-01,BASIC,50
1840,initial,2022-06-01,PRO,100
1841,initial,2022-06-01,PRO,100
1841,UPGRADE,2022-09-01,MAX,150
1842,initial,2020-08-01,BASIC,50
1842,UPGRADE,2021-10-01,MAX,150
1843,initial,2022-07-01,PRO,100
1843,REDUCTION,2022-08-01,BASIC,50
1844,initial,2022-10-01,PRO,100
1845,initial,2021-04-01,PRO,100
1845,UPGRADE,2021-09-01,MAX,150
1846,initial,2022-07-01,MAX,150
1846,CHURN,2023-02-27,MAX,150
"""1847""",initial,2020-03-01,BASIC,50
1847,UPGRADE,2021-03-01,MAX,150
1848,initial,2021-10-01,MAX,150
1848,CHURN,2022-05-01,MAX,150
1849,initial,2020-07-01,BASIC,50
1850,initial,2020-10-01,PRO,100
1850,UPGRADE,2021-08-01,MAX,150
1850,CHURN,2021-08-31,MAX,150
1851,initial,2020-01-01,MAX,150
"""1851""",REDUCTION,2021-04-01,BASIC,50
1852,initial,2021-08-01,BASIC,50
1852,UPGRADE,2022-01-01,MAX,150
"""1852""",CHURN,2022-07-01,MAX,150
1853,initial,2020-04-01,PRO,100
1853,REDUCTION,2021-11-01,BASIC,50
1854,initial,2022-09-01,BASIC,50
1855,initial,2020-04-01,BASIC,50
1855,UPGRADE,2022-04-01,PRO,100
1856,initial,2022-12-01,PRO,100
1857,initial,2021-10-01,PRO,100
1857,CHURN,2022-04-01,PRO,100
1858,initial,2020-01-01,BASIC,50
1858,UPGRADE,2021-07-01,PRO,100
1859,initial,2021-08-01,BASIC,50
1859,UPGRADE,2022-01-01,PRO,100
1860,initial,2022-10-01,MAX,150
1861,initial,2021-07-01,MAX,150
1861,REDUCTION,2022-07-01,BASIC,50
1862,initial,2020-06-01,BASIC,50
1862,CHURN,2021-05-01,BASIC,50
1863,initial,2020-08-01,BASIC,50
1863,UPGRADE,2022-05-01,MAX,150
1864,initial,2021-02-01,BASIC,50
1864,UPGRADE,2022-05-01,PRO,100
1865,initial,2022-02-01,PRO,100
1865,UPGRADE,2022-05-01,MAX,150
1865,CHURN,2022-06-01,PRO,100
1866,initial,2020-11-01,BASIC,50
1866,CHURN,2021-03-01,BASIC,50
1867,initial,2022-07-01,MAX,150
1867,CHURN,2022-10-15,MAX,150
1868,initial,2021-07-01,BASIC,50
1868,UPGRADE,2021-10-01,MAX,150
1868,CHURN,2022-04-01,BASIC,50
1869,initial,2020-03-01,MAX,150
1869,REDUCTION,2020-06-01,PRO,100
1870,initial,2022-10-01,BASIC,50
1871,initial,2020-06-01,MAX,150
1871,REDUCTION,2020-12-01,BASIC,50
1872,initial,2022-02-01,PRO,100
"""1872""",REDUCTION,2022-04-01,BASIC,50
1873,initial,2022-08-01,MAX,150
1874,initial,2022-06-01,BASIC,50
1875,initial,2022-03-01,MAX,150
1876,initial,2021-02-01,BASIC,50
1877,initial,2021-04-01,PRO,100
1877,UPGRADE,2022-10-01,MAX,150
1878,initial,2022-06-01,PRO,100
1879,initial,2021-07-01,PRO,100
1879,REDUCTION,2022-04-01,BASIC,50
1880,initial,2021-02-01,PRO,100
1880,CHURN,2021-09-01,PRO,100
1881,initial,2020-05-01,PRO,100
1881,CHURN,2020-10-01,PRO,100
1882,initial,2020-09-01,PRO,100
1882,REDUCTION,2021-09-01,BASIC,50
1883,initial,2022-06-01,PRO,100
1883,CHURN,2022-09-03,PRO,100
1884,initial,2020-05-01,MAX,150
"""1884""",REDUCTION,2020-10-01,PRO,100
1884,CHURN,2021-01-01,PRO,100
1885,initial,2022-08-01,PRO,100
1886,initial,2021-06-01,BASIC,50
1886,UPGRADE,2021-09-01,PRO,100
1886,CHURN,2022-04-15,PRO,100
1887,initial,2021-02-01,BASIC,50
1887,UPGRADE,2021-05-01,MAX,150
1887,CHURN,2021-11-01,BASIC,50
1888,initial,2020-01-01,PRO,100
1888,UPGRADE,2020-04-01,MAX,150
1889,initial,2020-01-01,MAX,150
1889,REDUCTION,2021-01-01,PRO,100
1890,initial,2020-12-01,MAX,150
"""1890""",REDUCTION,2022-02-01,PRO,100
1891,initial,2020-08-01,MAX,150
1891,REDUCTION,2022-03-01,PRO,100
1891,CHURN,2022-11-01,PRO,100
1892,initial,2022-10-01,PRO,100
1893,initial,2022-02-01,PRO,100
1893,CHURN,2022-10-01,PRO,100
1894,initial,2021-03-01,BASIC,50
1894,UPGRADE,2021-10-01,MAX,150
1894,CHURN,2021-11-01,BASIC,50
1895,initial,2022-02-01,MAX,150
1896,initial,2021-11-01,PRO,100
1896,REDUCTION,2022-07-01,BASIC,50
1897,initial,2022-04-01,BASIC,50
1897,CHURN,2022-07-30,BASIC,50
1898,initial,2020-11-01,MAX,150
"""1898""",REDUCTION,2021-06-01,BASIC,50
1899,initial,2022-04-01,PRO,100
1899,UPGRADE,2022-08-01,MAX,150
1900,initial,2021-09-01,BASIC,50
1900,UPGRADE,2022-04-01,MAX,150
1900,CHURN,2022-08-01,BASIC,50
1901,initial,2022-11-01,BASIC,50
1902,initial,2021-02-01,PRO,100
"""1902""",UPGRADE,2021-12-01,MAX,150
1903,initial,2020-11-01,PRO,100
1903,UPGRADE,2022-06-01,MAX,150
1904,initial,2020-02-01,BASIC,50
1904,UPGRADE,2021-05-01,PRO,100
1904,CHURN,2022-05-01,PRO,100
1905,initial,2021-08-01,BASIC,50
1905,CHURN,2021-10-06,BASIC,50
1906,initial,2021-08-01,MAX,150
1906,REDUCTION,2022-11-01,PRO,100
1907,initial,2020-03-01,PRO,100
"""1907""",UPGRADE,2022-08-01,MAX,150
1908,initial,2021-04-01,PRO,100
1908,UPGRADE,2022-06-01,MAX,150
1909,initial,2022-09-01,BASIC,50
1910,initial,2020-07-01,BASIC,50
1910,UPGRADE,2021-11-01,PRO,100
1911,initial,2020-02-01,BASIC,50
1911,UPGRADE,2022-05-01,PRO,100
1912,initial,2021-07-01,PRO,100
1912,REDUCTION,2022-03-01,BASIC,50
1913,initial,2020-12-01,BASIC,50
1914,initial,2020-07-01,BASIC,50
1914,UPGRADE,2021-06-01,MAX,150
"""1915""",initial,2022-07-01,PRO,100
1915,UPGRADE,2022-11-01,MAX,150
"""1916""",initial,2021-07-01,PRO,100
1916,UPGRADE,2022-02-01,MAX,150
1916,CHURN,2022-05-01,MAX,150
1917,initial,2022-02-01,PRO,100
1917,UPGRADE,2022-08-01,MAX,150
1918,initial,2020-08-01,BASIC,50
1919,initial,2020-02-01,PRO,100
1919,UPGRADE,2022-03-01,MAX,150
1920,initial,2022-02-01,BASIC,50
1921,initial,2021-10-01,BASIC,50
1922,initial,2021-12-01,PRO,100
1923,initial,2021-04-01,MAX,150
1923,REDUCTION,2022-07-01,PRO,100
"""1924""",initial,2022-09-01,MAX,150
1925,initial,2021-12-01,PRO,100
1925,UPGRADE,2022-07-01,MAX,150
1926,initial,2022-09-01,MAX,150
1927,initial,2022-12-01,MAX,150
1928,initial,2022-04-01,MAX,150
1928,REDUCTION,2022-08-01,PRO,100
"""1929""",initial,2020-08-01,PRO,100
1929,REDUCTION,2021-03-01,BASIC,50
1930,initial,2022-06-01,PRO,100
1931,initial,2022-10-01,BASIC,50
1931,CHURN,2023-07-16,BASIC,50
1932,initial,2020-09-01,BASIC,50
1932,UPGRADE,2021-12-01,PRO,100
1932,CHURN,2022-07-01,PRO,100
1933,initial,2021-06-01,MAX,150
1933,REDUCTION,2022-02-01,PRO,100
1934,initial,2022-12-01,BASIC,50
1935,initial,2020-03-01,MAX,150
1935,REDUCTION,2021-08-01,PRO,100
1936,initial,2020-04-01,PRO,100
1936,UPGRADE,2021-06-01,MAX,150
1937,initial,2022-02-01,PRO,100
1938,initial,2020-09-01,BASIC,50
1938,UPGRADE,2022-11-01,MAX,150
1939,initial,2021-01-01,PRO,100
1939,REDUCTION,2021-07-01,BASIC,50
1940,initial,2022-10-01,MAX,150
"""1940""",CHURN,2023-05-22,MAX,150
1941,initial,2022-11-01,PRO,100
1942,initial,2020-12-01,MAX,150
1942,REDUCTION,2021-08-01,PRO,100
1942,CHURN,2022-04-01,PRO,100
1943,initial,2021-11-01,BASIC,50
"""1944""",initial,2022-05-01,MAX,150
1945,initial,2020-11-01,BASIC,50
1945,UPGRADE,2021-10-01,MAX,150
"""1946""",initial,2021-03-01,PRO,100
1946,UPGRADE,2022-07-01,MAX,150
"""1947""",initial,2021-05-01,PRO,100
1947,REDUCTION,2021-06-01,BASIC,50
1948,initial,2021-06-01,PRO,100
1948,REDUCTION,2021-09-01,BASIC,50
1949,initial,2021-03-01,PRO,100
1949,REDUCTION,2021-07-01,BASIC,50
1950,initial,2022-04-01,PRO,100
"""1951""",initial,2022-09-01,BASIC,50
1951,CHURN,2023-02-18,BASIC,50
1952,initial,2020-08-01,BASIC,50
1952,UPGRADE,2020-12-01,MAX,150
1952,CHURN,2021-07-01,MAX,150
"""1953""",initial,2021-02-01,BASIC,50
1953,UPGRADE,2021-06-01,PRO,100
1954,initial,2022-01-01,MAX,150
1954,REDUCTION,2022-09-01,PRO,100
1955,initial,2021-03-01,BASIC,50
1955,UPGRADE,2022-10-01,PRO,100
1956,initial,2022-03-01,PRO,100
1957,initial,2020-10-01,BASIC,50
1957,UPGRADE,2022-10-01,MAX,150
1958,initial,2022-03-01,PRO,100
1958,REDUCTION,2022-10-01,BASIC,50
"""1959""",initial,2021-12-01,BASIC,50
1960,initial,2022-06-01,BASIC,50
1961,initial,2021-04-01,PRO,100
"""1961""",UPGRADE,2022-06-01,MAX,150
1962,initial,2022-05-01,MAX,150
1963,initial,2021-08-01,BASIC,50
1963,UPGRADE,2022-02-01,MAX,150
1964,initial,2020-07-01,PRO,100
1964,UPGRADE,2021-03-01,MAX,150
"""1964""",CHURN,2021-04-01,PRO,100
1965,initial,2021-04-01,PRO,100
"""1965""",UPGRADE,2022-03-01,MAX,150
1966,initial,2022-10-01,MAX,150
1967,initial,2021-10-01,PRO,100
1967,UPGRADE,2022-05-01,MAX,150
"""1968""",initial,2022-12-01,BASIC,50
1969,initial,2022-10-01,BASIC,50
1970,initial,2022-04-01,MAX,150
1971,initial,2021-01-01,PRO,100
"""1971""",REDUCTION,2021-10-01,BASIC,50
1972,initial,2021-07-01,MAX,150
1972,REDUCTION,2022-10-01,PRO,100
1973,initial,2021-05-01,BASIC,50
"""1973""",CHURN,2021-12-01,BASIC,50
1974,initial,2020-01-01,BASIC,50
1974,UPGRADE,2022-10-01,PRO,100
1975,initial,2020-07-01,BASIC,50
1975,UPGRADE,2022-05-01,MAX,150
1976,initial,2020-10-01,BASIC,50
1976,CHURN,2021-09-01,BASIC,50
1977,initial,2021-03-01,BASIC,50
1977,UPGRADE,2021-06-01,MAX,150
1978,initial,2021-08-01,BASIC,50
1979,initial,2021-02-01,BASIC,50
"""1979""",UPGRADE,2022-08-01,PRO,100
1980,initial,2021-03-01,BASIC,50
1981,initial,2021-12-01,PRO,100
1981,REDUCTION,2022-06-01,BASIC,50
1982,initial,2021-10-01,PRO,100
1982,UPGRADE,2022-01-01,MAX,150
1983,initial,2021-07-01,PRO,100
1983,UPGRADE,2021-12-01,MAX,150
1984,initial,2021-08-01,PRO,100
1984,REDUCTION,2022-06-01,BASIC,50
1985,initial,2020-12-01,BASIC,50
1986,initial,2021-01-01,PRO,100
1986,CHURN,2022-02-01,PRO,100
1987,initial,2020-10-01,BASIC,50
1988,initial,2020-05-01,BASIC,50
1989,initial,2021-12-01,BASIC,50
1990,initial,2020-12-01,PRO,100
1990,UPGRADE,2022-07-01,MAX,150
1991,initial,2021-10-01,MAX,150
1991,REDUCTION,2022-11-01,PRO,100
1992,initial,2020-12-01,PRO,100
1992,UPGRADE,2021-07-01,MAX,150
1993,initial,2021-09-01,BASIC,50
"""1994""",initial,2020-09-01,PRO,100
1994,REDUCTION,2021-08-01,BASIC,50
1994,CHURN,2021-12-01,BASIC,50
1995,initial,2021-02-01,BASIC,50
1995,UPGRADE,2021-10-01,MAX,150
1996,initial,2021-05-01,BASIC,50
1996,UPGRADE,2022-11-01,PRO,100
1997,initial,2022-06-01,BASIC,50
1997,CHURN,2022-08-30,BASIC,50
"""1998""",initial,2022-04-01,PRO,100
1998,UPGRADE,2022-08-01,MAX,150
1999,initial,2020-06-01,PRO,100
"""1999""",CHURN,2021-04-01,PRO,100
2000,initial,2022-11-01,MAX,150
2001,initial,2020-09-01,PRO,100
"""2001""",UPGRADE,2022-06-01,MAX,150
2002,initial,2022-01-01,PRO,100
2002,REDUCTION,2022-11-01,BASIC,50
2003,initial,2022-04-01,BASIC,50
2004,initial,2021-03-01,BASIC,50
2004,CHURN,2021-12-01,BASIC,50
"""2005""",initial,2021-05-01,BASIC,50
"""2005""",CHURN,2022-06-01,BASIC,50
2006,initial,2022-03-01,PRO,100
2006,REDUCTION,2022-04-01,BASIC,50
2007,initial,2022-10-01,BASIC,50
2008,initial,2021-01-01,PRO,100
2008,REDUCTION,2021-12-01,BASIC,50
2009,initial,2021-05-01,MAX,150
2009,REDUCTION,2021-06-01,PRO,100
2010,initial,2022-01-01,PRO,100
2010,REDUCTION,2022-02-01,BASIC,50
2011,initial,2021-02-01,PRO,100
2011,UPGRADE,2022-08-01,MAX,150
"""2011""",CHURN,2022-11-01,MAX,150
"""2012""",initial,2021-08-01,BASIC,50
"""2013""",initial,2022-09-01,MAX,150
"""2014""",initial,2021-01-01,BASIC,50
2014,UPGRADE,2021-10-01,PRO,100
2014,CHURN,2022-08-01,PRO,100
2015,initial,2021-02-01,PRO,100
2015,REDUCTION,2021-08-01,BASIC,50
"""2016""",initial,2021-12-01,BASIC,50
"""2016""",CHURN,2022-03-01,BASIC,50
2017,initial,2021-05-01,BASIC,50
2018,initial,2021-05-01,MAX,150
2018,REDUCTION,2022-05-01,BASIC,50
2019,initial,2021-08-01,MAX,150
