cust_id,customer_gender,age_group,customer_country,referral_type
2439,Female,45-54,Norway,facebook
2440,Female,18-24,Denmark,Organic Search
2441,Male,25-34,Sweden,Organic Search
2442,Female,25-34,Denmark,Bing
2443,Male,55-65,Sweden,facebook
2444,Female,25-34,Sweden,Organic Search
2445,Male,18-24,Sweden,facebook
2446,Male,25-34,Denmark,facebook
2447,Male,25-34,Finland,Organic Search
2448,Male,25-34,Norway,facebook
2449,Male,45-54,Finland,Google Ads
2450,Male,65-55,Denmark,Organic Search
2451,Female,18-24,Sweden,Display
2452,Male,18-24,Denmark,Organic Search
2453,Female,55-65,Sweden,Google Ads
2454,Male,45-54,Finland,Organic Search
2455,Other,25-34,Finland,Organic Search
2456,Male,25-34,Sweden,Unknown
2457,Female,45-54,Sweden,Google Ads
2458,Other,25-34,Finland,Google Ads
2459,Female,55-65,Norway,facebook
2460,Other,55-65,Finland,TV
2461,Female,35-44,Denmark,Google Ads
2462,Female,55-65,Finland,Paid Search
2463,Other,25-34,Norway,facebook
2464,Female,35-44,Norway,Unknown
2465,Male,35-44,Finland,Organic Search
2466,Female,25-34,Denmark,Paid Search
2467,Male,45-54,Norway,Bing
2468,Female,35-44,Sweden,Google Ads
2469,Other,45-54,Sweden,Bing
2470,Female,35-44,Sweden,Paid Search
2471,Female,25-34,Sweden,Google Ads
2472,Male,25-34,Sweden,Unknown
2473,Male,55-65,Sweden,Google Ads
2474,Female,55-65,Sweden,Google Ads
2475,Female,18-24,Sweden,Unknown
2476,Male,25-34,Sweden,Google Ads
2477,Female,45-54,Sweden,Google Ads
2478,Female,18-24,Finland,facebook
2479,Male,18-24,Sweden,Organic Search
2480,Female,35-44,Sweden,Unknown
2481,Male,45-54,Sweden,Google Ads
2482,Female,45-54,Sweden,Google Ads
2483,Male,35-44,Sweden,facebook
2484,Male,55-65,Sweden,Paid Search
2485,Male,18-24,Sweden,facebook
2486,Male,18-24,Sweden,facebook
2487,Female,35-44,Sweden,Organic Search
2488,Female,25-34,Sweden,Display
2489,Female,45-54,Finland,Unknown
2490,Male,25-34,Sweden,Google Ads
2491,Male,25-34,Norway,TV
2492,Other,18-24,Norway,Google Ads
2493,Female,55-65,Sweden,facebook
2494,Male,18-24,Finland,facebook
2495,Female,18-24,Norway,Google Ads
2496,Female,55-65,Sweden,Unknown
2497,Male,55-65,Denmark,Unknown
2498,Other,55-65,Finland,Google Ads
2499,Male,25-34,Finland,facebook
2500,Male,25-34,Norway,facebook
2501,Female,18-24,Sweden,Organic Search
2502,Male,18-24,Finland,Organic Search
2503,Female,18-24,Sweden,facebook
2504,Female,55-65,Sweden,Google Ads
2505,Female,18-24,Norway,facebook
2506,Male,18-24,Norway,Google Ads
2507,Male,55-65,Sweden,Google Ads
2508,Female,45-54,Sweden,Google Ads
2509,Female,25-34,Sweden,facebook
2510,Male,25-34,Sweden,Google Ads
2511,Female,25-34,Norway,Google Ads
2512,Male,18-24,Finland,Google Ads
2513,Female,25-34,Finland,Google Ads
2514,Female,45-54,Denmark,Google Ads
2515,Female,35-44,Finland,Display
2516,Female,35-44,Finland,Google Ads
2517,Male,35-44,Sweden,Organic Search
2518,Female,45-54,Sweden,Paid Search
2519,Female,55-65,Norway,facebook
2520,Female,55-65,Sweden,facebook
2521,Female,25-34,Sweden,facebook
2522,Female,45-54,Sweden,Google Ads
2523,Male,18-24,Finland,Google Ads
2524,Female,35-44,Norway,facebook
2525,Female,35-44,Norway,facebook
2526,Female,18-24,Denmark,Paid Search
2527,Female,45-54,Norway,facebook
2528,Female,18-24,Sweden,Paid Search
2529,Female,45-54,Sweden,Paid Search
2530,Female,35-44,Sweden,Google Ads
2531,Female,25-34,Finland,Organic Search
2532,Male,65-55,Finland,facebook
2533,Male,25-34,Norway,Google Ads
2534,Female,25-34,Sweden,Paid Search
2535,Male,45-54,Denmark,Paid Search
2536,Female,25-34,Finland,facebook
2537,Male,55-65,Sweden,Unknown
2538,Female,25-34,Sweden,Paid Search
2539,Female,25-34,Sweden,Organic Search
2540,Male,35-44,Norway,facebook
2541,Female,18-24,Norway,facebook
2542,Male,25-34,Sweden,Unknown
2543,Male,65-55,Sweden,facebook
2544,Male,25-34,Finland,Unknown
2545,Male,45-54,Sweden,facebook
2546,Female,55-65,Finland,facebook
2547,Male,25-34,Sweden,Google Ads
2548,Female,18-24,Finland,Google Ads
2549,Male,45-54,Sweden,facebook
2550,Female,35-44,Finland,facebook
2551,Female,35-44,Sweden,Google Ads
2552,Male,45-54,Denmark,Paid Search
2553,Female,25-34,Denmark,Paid Search
2554,Female,25-34,Sweden,Display
2555,Male,25-34,Norway,Google Ads
2556,Female,45-54,Denmark,facebook
2557,Female,45-54,Denmark,Google Ads
2558,Female,45-54,Norway,facebook
2559,Male,35-44,Finland,Google Ads
2560,Female,55-65,Norway,Paid Search
2561,Male,25-34,Finland,facebook
2562,Female,35-44,Finland,Google Ads
2563,Female,55-65,Denmark,Organic Search
2564,Female,35-44,Sweden,facebook
2565,Female,55-65,Sweden,Organic Search
2566,Female,45-54,Sweden,Google Ads
2567,Male,55-65,Denmark,Unknown
2568,Male,55-65,Sweden,facebook
2569,Female,25-34,Denmark,facebook
2570,Female,35-44,Denmark,Google Ads
2571,Other,45-54,Finland,Google Ads
2572,Female,18-24,Sweden,Paid Search
2573,Female,55-65,Sweden,facebook
2574,Male,35-44,Finland,Unknown
2575,Female,35-44,Sweden,Google Ads
2576,Male,35-44,Sweden,Paid Search
2577,Male,25-34,Denmark,Paid Search
2578,Female,45-54,Denmark,Paid Search
2579,Female,18-24,Sweden,Unknown
2580,Male,45-54,Norway,facebook
2581,Female,18-24,Denmark,Organic Search
2582,Male,45-54,Denmark,Google Ads
2583,Female,45-54,Sweden,Organic Search
2584,Female,35-44,Sweden,Organic Search
2585,Male,25-34,Denmark,Unknown
2586,Male,18-24,Sweden,facebook
2587,Male,18-24,Sweden,Unknown
2588,Male,25-34,Sweden,facebook
2589,Male,45-54,Sweden,Google Ads
2590,Female,45-54,Sweden,Google Ads
2591,Other,65-55,Finland,facebook
2592,Male,55-65,Denmark,Bing
2593,Male,45-54,Denmark,facebook
2594,Female,65-55,Norway,TV
2595,Male,45-54,Finland,Google Ads
2596,Female,45-54,Finland,Bing
2597,Male,18-24,Finland,Google Ads
2598,Female,25-34,Denmark,Google Ads
2599,Female,35-44,Norway,facebook
2600,Female,25-34,Sweden,facebook
2601,Female,35-44,Norway,Paid Search
2602,Male,55-65,Norway,facebook
2603,Female,55-65,Finland,Google Ads
2604,Female,35-44,Sweden,Bing
2605,Male,35-44,Finland,Google Ads
2606,Male,35-44,Norway,Organic Search
2607,Male,25-34,Sweden,Paid Search
2608,Female,45-54,Sweden,Organic Search
2609,Female,55-65,Denmark,facebook
2610,Other,18-24,Norway,Google Ads
2611,Female,45-54,Sweden,Organic Search
2612,Male,18-24,Denmark,facebook
2613,Other,55-65,Sweden,facebook
2614,Male,25-34,Norway,Unknown
2615,Male,55-65,Sweden,Google Ads
2616,Female,45-54,Sweden,Google Ads
2617,Female,55-65,Sweden,facebook
2618,Male,18-24,Sweden,Bing
2619,Male,25-34,Finland,Google Ads
2620,Female,35-44,Sweden,Google Ads
2621,Female,45-54,Norway,Organic Search
2622,Male,45-54,Sweden,Paid Search
2623,Female,18-24,Sweden,Google Ads
2624,Female,25-34,Norway,facebook
2625,Male,35-44,Sweden,TV
2626,Other,25-34,Finland,Paid Search
2627,Male,35-44,Sweden,Organic Search
2628,Male,55-65,Sweden,Paid Search
2629,Female,45-54,Norway,Organic Search
2630,Other,35-44,Norway,Google Ads
2631,Male,65-55,Sweden,Display
2632,Female,55-65,Norway,facebook
2633,Male,18-24,Sweden,facebook
2634,Male,18-24,Finland,facebook
2635,Female,18-24,Denmark,Unknown
2636,Male,25-34,Norway,Unknown
2637,Male,35-44,Sweden,TV
2638,Female,25-34,Sweden,Google Ads
2639,Female,18-24,Finland,Google Ads
2640,Female,55-65,Finland,Google Ads
2641,Female,45-54,Sweden,Google Ads
2642,Female,18-24,Finland,Paid Search
2643,Female,55-65,Finland,Google Ads
2644,Female,45-54,Sweden,TV
2645,Male,45-54,Finland,Paid Search
2646,Male,45-54,Sweden,Google Ads
2647,Female,55-65,Norway,Organic Search
2648,Other,45-54,Norway,facebook
2649,Male,25-34,Sweden,Unknown
2650,Female,18-24,Sweden,TV
2651,Male,25-34,Sweden,Paid Search
2652,Male,55-65,Norway,Organic Search
2653,Female,55-65,Finland,Google Ads
2654,Male,18-24,Denmark,Unknown
2655,Other,18-24,Denmark,facebook
2656,Female,18-24,Norway,Organic Search
2657,Female,45-54,Norway,facebook
2658,Male,35-44,Finland,Google Ads
2659,Male,25-34,Norway,Unknown
2660,Female,25-34,Sweden,facebook
2661,Female,25-34,Finland,Google Ads
2662,Female,55-65,Norway,Organic Search
2663,Male,45-54,Finland,Unknown
2664,Female,45-54,Sweden,facebook
2665,Female,25-34,Norway,Google Ads
2666,Female,18-24,Sweden,Google Ads
2667,Male,45-54,Denmark,Paid Search
2668,Female,45-54,Finland,Organic Search
2669,Other,18-24,Norway,Bing
2670,Female,55-65,Finland,Display
2671,Female,35-44,Sweden,Google Ads
2672,Male,18-24,Sweden,facebook
2673,Male,25-34,Sweden,facebook
2674,Female,45-54,Sweden,Google Ads
2675,Male,45-54,Norway,Google Ads
2676,Other,45-54,Sweden,facebook
2677,Other,55-65,Norway,Organic Search
2678,Female,45-54,Norway,facebook
2679,Female,55-65,Norway,Organic Search
2680,Female,55-65,Denmark,facebook
2681,Other,35-44,Finland,facebook
2682,Female,55-65,Sweden,facebook
2683,Male,45-54,Denmark,Unknown
2684,Other,25-34,Denmark,Google Ads
2685,Female,45-54,Norway,Bing
2686,Female,65-55,Denmark,facebook
2687,Female,18-24,Finland,Google Ads
2688,Male,55-65,Sweden,Paid Search
2689,Female,45-54,Denmark,facebook
2690,Female,18-24,Finland,Unknown
2691,Male,25-34,Norway,Paid Search
2692,Female,45-54,Denmark,facebook
2693,Female,18-24,Norway,Organic Search
2694,Other,25-34,Sweden,Google Ads
2695,Female,55-65,Sweden,facebook
2696,Female,55-65,Denmark,Bing
2697,Female,18-24,Norway,facebook
2698,Male,18-24,Finland,Google Ads
2699,Male,35-44,Sweden,facebook
2700,Female,18-24,Finland,Google Ads
2701,Male,35-44,Norway,facebook
2702,Male,25-34,Sweden,Paid Search
2703,Male,55-65,Norway,Google Ads
2704,Female,25-34,Sweden,Organic Search
2705,Female,18-24,Denmark,Google Ads
2706,Female,25-34,Norway,Display
2707,Female,25-34,Norway,Google Ads
2708,Female,25-34,Finland,facebook
2709,Male,18-24,Denmark,Google Ads
2710,Female,55-65,Norway,facebook
2711,Male,18-24,Sweden,Google Ads
2712,Female,45-54,Sweden,Google Ads
2713,Male,45-54,Finland,facebook
2714,Male,35-44,Norway,facebook
2715,Female,35-44,Norway,Paid Search
2716,Female,18-24,Norway,TV
2717,Male,25-34,Denmark,facebook
2718,Male,35-44,Sweden,Organic Search
2719,Female,35-44,Denmark,TV
2720,Female,25-34,Norway,Google Ads
2721,Female,25-34,Norway,Paid Search
2722,Female,18-24,Finland,Google Ads
2723,Female,25-34,Sweden,Organic Search
2724,Male,55-65,Denmark,Paid Search
2725,Female,18-24,Sweden,facebook
2726,Male,25-34,Sweden,Google Ads
2727,Female,35-44,Sweden,Google Ads
2728,Female,55-65,Sweden,Paid Search
2729,Female,55-65,Denmark,Google Ads
2730,Male,55-65,Sweden,Display
2731,Male,35-44,Sweden,Google Ads
2732,Female,25-34,Sweden,Google Ads
2733,Other,18-24,Denmark,Google Ads
2734,Female,25-34,Sweden,Display
2735,Female,18-24,Sweden,Google Ads
2736,Female,55-65,Sweden,Google Ads
2737,Female,18-24,Finland,Google Ads
2738,Male,18-24,Norway,facebook
2739,Male,35-44,Finland,facebook
2740,Male,25-34,Norway,Organic Search
2741,Male,45-54,Norway,facebook
2742,Male,18-24,Norway,Google Ads
2743,Other,18-24,Sweden,Organic Search
2744,Other,45-54,Sweden,Google Ads
2745,Male,18-24,Norway,Unknown
2746,Male,35-44,Finland,facebook
2747,Other,55-65,Sweden,Google Ads
2748,Female,25-34,Denmark,Organic Search
2749,Female,18-24,Sweden,Google Ads
2750,Female,55-65,Sweden,Unknown
2751,Female,18-24,Sweden,Google Ads
2752,Male,55-65,Finland,Paid Search
2753,Female,45-54,Sweden,Paid Search
2754,Female,35-44,Norway,facebook
2755,Male,35-44,Norway,Organic Search
2756,Male,25-34,Sweden,facebook
2757,Female,35-44,Sweden,Google Ads
2758,Male,55-65,Norway,Google Ads
2759,Male,35-44,Denmark,facebook
2760,Male,35-44,Sweden,TV
2761,Female,25-34,Sweden,TV
2762,Male,45-54,Denmark,facebook
2763,Male,18-24,Norway,Organic Search
2764,Male,35-44,Denmark,Organic Search
2765,Male,18-24,Sweden,Paid Search
2766,Other,45-54,Sweden,TV
2767,Female,55-65,Sweden,Google Ads
2768,Male,18-24,Finland,TV
2769,Female,55-65,Finland,Display
2770,Other,25-34,Sweden,facebook
2771,Female,25-34,Denmark,facebook
2772,Female,25-34,Sweden,Paid Search
2773,Female,18-24,Norway,facebook
2774,Other,45-54,Norway,Display
2775,Female,55-65,Sweden,Display
2776,Female,45-54,Finland,Display
2777,Female,35-44,Sweden,Google Ads
2778,Female,35-44,Finland,Display
2779,Male,25-34,Denmark,Google Ads
2780,Female,18-24,Norway,facebook
2781,Female,45-54,Finland,Google Ads
2782,Male,35-44,Sweden,facebook
2783,Male,18-24,Norway,Google Ads
2784,Female,35-44,Sweden,Organic Search
2785,Female,25-34,Norway,Paid Search
2786,Male,55-65,Norway,Organic Search
2787,Female,25-34,Sweden,Display
2788,Male,18-24,Norway,facebook
2789,Male,25-34,Sweden,Google Ads
2790,Male,35-44,Sweden,Organic Search
2791,Other,25-34,Denmark,Google Ads
2792,Male,25-34,Sweden,Google Ads
2793,Male,45-54,Sweden,Google Ads
2794,Female,18-24,Norway,facebook
2795,Female,18-24,Sweden,Google Ads
2796,Male,18-24,Norway,Google Ads
2797,Female,25-34,Sweden,Google Ads
2798,Female,18-24,Finland,Google Ads
2799,Male,25-34,Norway,Google Ads
2800,Other,25-34,Finland,TV
2801,Female,25-34,Sweden,Paid Search
2802,Female,55-65,Norway,Google Ads
2803,Other,35-44,Sweden,Google Ads
2804,Other,18-24,Sweden,Google Ads
2805,Other,45-54,Sweden,Organic Search
2806,Other,18-24,Finland,facebook
2807,Male,55-65,Sweden,Google Ads
2808,Female,18-24,Sweden,Organic Search
2809,Male,45-54,Norway,TV
2810,Female,25-34,Denmark,Paid Search
2811,Other,25-34,Sweden,TV
2812,Male,25-34,Sweden,Google Ads
2813,Female,25-34,Norway,Google Ads
2814,Male,25-34,Sweden,facebook
2815,Male,25-34,Finland,Google Ads
2816,Male,55-65,Denmark,Display
2817,Female,25-34,Sweden,Google Ads
2818,Male,18-24,Norway,facebook
2819,Male,35-44,Sweden,Google Ads
2820,Other,18-24,Finland,Unknown
2821,Female,35-44,Norway,Google Ads
2822,Female,45-54,Norway,Google Ads
2823,Female,25-34,Sweden,Google Ads
2824,Male,45-54,Denmark,facebook
2825,Male,25-34,Sweden,Google Ads
2826,Female,18-24,Sweden,Google Ads
2827,Female,18-24,Denmark,facebook
2828,Male,45-54,Sweden,facebook
2829,Other,18-24,Sweden,Display
2830,Male,18-24,Sweden,Organic Search
2831,Male,35-44,Norway,Paid Search
2832,Female,18-24,Denmark,Unknown
2833,Female,18-24,Finland,Google Ads
2834,Male,55-65,Denmark,facebook
2835,Female,45-54,Sweden,Organic Search
2836,Female,55-65,Sweden,facebook
2837,Male,55-65,Denmark,Unknown
2838,Male,35-44,Sweden,Google Ads
2839,Female,45-54,Denmark,Google Ads
2840,Male,18-24,Sweden,Google Ads
2841,Male,35-44,Denmark,facebook
2842,Male,35-44,Norway,facebook
2843,Male,35-44,Sweden,Unknown
2844,Other,25-34,Sweden,Google Ads
2845,Male,35-44,Norway,Google Ads
2846,Male,45-54,Sweden,Organic Search
2847,Female,35-44,Sweden,Google Ads
2848,Female,55-65,Norway,facebook
2849,Female,18-24,Norway,Google Ads
2850,Female,35-44,Denmark,Google Ads
2851,Female,35-44,Sweden,Google Ads
2852,Male,25-34,Finland,facebook
2853,Male,45-54,Finland,Google Ads
2854,Male,55-65,Denmark,facebook
2855,Male,55-65,Sweden,Paid Search
2856,Male,25-34,Norway,facebook
2857,Female,35-44,Denmark,facebook
2858,Female,35-44,Sweden,Google Ads
2859,Female,18-24,Norway,facebook
2860,Male,55-65,Sweden,Google Ads
2861,Male,18-24,Norway,facebook
2862,Male,45-54,Norway,Organic Search
2863,Female,25-34,Sweden,Google Ads
2864,Female,35-44,Sweden,Google Ads
2865,Female,55-65,Sweden,facebook
2866,Female,55-65,Denmark,Google Ads
2867,Female,25-34,Norway,Google Ads
2868,Male,35-44,Sweden,facebook
2869,Male,35-44,Denmark,Paid Search
2870,Female,25-34,Norway,Organic Search
2871,Male,45-54,Finland,Organic Search
2872,Female,65-55,Sweden,facebook
2873,Female,45-54,Norway,facebook
2874,Female,18-24,Sweden,Google Ads
2875,Male,65-55,Finland,Display
2876,Female,45-54,Sweden,Paid Search
2877,Female,25-34,Finland,Organic Search
2878,Female,55-65,Norway,Organic Search
2879,Female,18-24,Denmark,Google Ads
2880,Female,18-24,Finland,Google Ads
2881,Female,45-54,Sweden,Google Ads
2882,Male,55-65,Finland,Display
2883,Female,35-44,Sweden,facebook
2884,Female,55-65,Denmark,Google Ads
2885,Female,45-54,Sweden,Bing
2886,Female,55-65,Finland,facebook
2887,Male,35-44,Denmark,Organic Search
2888,Male,35-44,Norway,Paid Search
2889,Female,25-34,Sweden,Google Ads
2890,Female,18-24,Sweden,Google Ads
2891,Female,25-34,Norway,Organic Search
2892,Female,45-54,Finland,Google Ads
2893,Male,18-24,Sweden,facebook
2894,Female,35-44,Finland,Display
2895,Female,18-24,Finland,Google Ads
2896,Female,18-24,Norway,facebook
2897,Male,25-34,Sweden,Paid Search
2898,Female,55-65,Norway,Organic Search
2899,Female,18-24,Finland,Google Ads
2900,Male,18-24,Finland,Google Ads
2901,Female,25-34,Sweden,TV
2902,Male,18-24,Denmark,TV
2903,Male,35-44,Norway,Google Ads
2904,Male,55-65,Sweden,Paid Search
2905,Female,25-34,Sweden,Google Ads
2906,Male,18-24,Norway,Google Ads
2907,Male,18-24,Finland,Paid Search
2908,Male,35-44,Sweden,Google Ads
2909,Female,35-44,Denmark,Google Ads
2910,Female,18-24,Norway,Organic Search
2911,Female,55-65,Finland,Google Ads
2912,Female,35-44,Sweden,facebook
2913,Female,45-54,Sweden,facebook
2914,Female,25-34,Finland,facebook
2915,Female,45-54,Sweden,facebook
2916,Male,18-24,Sweden,Google Ads
2917,Male,35-44,Sweden,Google Ads
2918,Male,18-24,Sweden,Paid Search
2919,Male,45-54,Sweden,Organic Search
2920,Male,25-34,Sweden,facebook
2921,Male,18-24,Denmark,TV
2922,Female,18-24,Finland,Unknown
2923,Female,25-34,Norway,facebook
2924,Male,18-24,Denmark,Google Ads
2925,Male,25-34,Norway,Paid Search
2926,Other,25-34,Finland,Google Ads
2927,Female,25-34,Sweden,Google Ads
2928,Female,45-54,Denmark,Organic Search
2929,Other,25-34,Sweden,facebook
2930,Female,25-34,Norway,facebook
2931,Male,35-44,Finland,Google Ads
2932,Male,25-34,Finland,facebook
2933,Other,45-54,Norway,facebook
2934,Male,45-54,Denmark,Google Ads
2935,Female,35-44,Norway,TV
2936,Female,35-44,Finland,Google Ads
2937,Female,18-24,Sweden,Google Ads
2938,Male,55-65,Denmark,facebook
2939,Female,25-34,Finland,facebook
2940,Male,18-24,Norway,Google Ads
2941,Male,25-34,Finland,facebook
2942,Female,18-24,Denmark,Google Ads
2943,Female,45-54,Denmark,Paid Search
2944,Male,45-54,Denmark,Organic Search
2945,Male,25-34,Denmark,Paid Search
2946,Female,18-24,Norway,facebook
2947,Other,45-54,Norway,facebook
2948,Male,35-44,Sweden,facebook
2949,Other,18-24,Norway,Google Ads
2950,Female,55-65,Norway,Organic Search
2951,Male,25-34,Finland,facebook
2952,Female,35-44,Denmark,TV
2953,Female,35-44,Sweden,facebook
2954,Male,35-44,Finland,Paid Search
2955,Female,55-65,Denmark,facebook
2956,Male,45-54,Norway,facebook
2957,Female,25-34,Norway,Google Ads
2958,Female,55-65,Sweden,Google Ads
2959,Female,18-24,Denmark,facebook
2960,Female,35-44,Sweden,facebook
2961,Female,45-54,Sweden,facebook
2962,Female,45-54,Denmark,Google Ads
2963,Female,18-24,Norway,Google Ads
2964,Female,25-34,Norway,Unknown
2965,Female,45-54,Sweden,Paid Search
2966,Male,18-24,Sweden,Organic Search
2967,Female,35-44,Finland,Organic Search
2968,Female,25-34,Sweden,Unknown
2969,Female,18-24,Finland,Google Ads
2970,Male,45-54,Sweden,Paid Search
2971,Male,35-44,Sweden,Google Ads
2972,Male,18-24,Norway,Paid Search
2973,Male,18-24,Denmark,Google Ads
2974,Male,55-65,Sweden,Google Ads
2975,Female,25-34,Sweden,Paid Search
2976,Female,35-44,Sweden,facebook
2977,Other,25-34,Sweden,Paid Search
2978,Male,55-65,Finland,facebook
2979,Female,25-34,Sweden,Google Ads
2980,Male,18-24,Norway,Google Ads
2981,Female,45-54,Sweden,Organic Search
2982,Female,25-34,Norway,Google Ads
2983,Other,25-34,Finland,facebook
2984,Female,25-34,Finland,facebook
2985,Male,55-65,Finland,Google Ads
2986,Female,45-54,Finland,facebook
2987,Female,18-24,Sweden,Google Ads
2988,Female,25-34,Finland,Google Ads
2989,Male,35-44,Finland,facebook
2990,Female,45-54,Denmark,facebook
2991,Female,18-24,Sweden,facebook
2992,Female,45-54,Denmark,facebook
2993,Male,25-34,Sweden,Google Ads
2994,Male,25-34,Sweden,Organic Search
2995,Female,55-65,Finland,Unknown
2996,Other,18-24,Sweden,Google Ads
2997,Male,35-44,Denmark,Google Ads
2998,Female,18-24,Denmark,Organic Search
2999,Other,18-24,Sweden,facebook
3000,Female,25-34,Finland,facebook
3001,Female,25-34,Norway,facebook
3002,Male,25-34,Norway,facebook
3003,Female,35-44,Norway,facebook
3004,Male,35-44,Sweden,Google Ads
3005,Female,55-65,Sweden,facebook
3006,Female,18-24,Sweden,Unknown
3007,Female,45-54,Sweden,Google Ads
3008,Female,35-44,Norway,Bing
3009,Female,65-55,Finland,Google Ads
3010,Female,55-65,Denmark,facebook
3011,Male,18-24,Denmark,facebook
3012,Female,55-65,Norway,facebook
3013,Male,55-65,Norway,Unknown
3014,Male,25-34,Finland,Google Ads
3015,Female,55-65,Finland,Unknown
3016,Female,18-24,Norway,Paid Search
3017,Female,45-54,Denmark,Paid Search
3018,Male,55-65,Norway,Google Ads
3019,Female,35-44,Sweden,facebook
3020,Female,55-65,Sweden,Google Ads
3021,Male,25-34,Sweden,facebook
3022,Female,45-54,Denmark,facebook
3023,Male,35-44,Finland,facebook
3024,Male,45-54,Denmark,Paid Search
3025,Male,18-24,Sweden,Organic Search
3026,Male,35-44,Sweden,Google Ads
3027,Female,25-34,Denmark,facebook
3028,Female,35-44,Norway,facebook
3029,Female,55-65,Norway,Organic Search
3030,Other,35-44,Norway,facebook
3031,Female,35-44,Sweden,Paid Search
3032,Female,18-24,Sweden,facebook
3033,Female,18-24,Finland,Paid Search
3034,Male,45-54,Denmark,TV
3035,Female,35-44,Norway,Organic Search
3036,Male,45-54,Sweden,Display
3037,Female,35-44,Sweden,Display
3038,Female,55-65,Norway,Paid Search
3039,Female,55-65,Denmark,Unknown
3040,Female,55-65,Norway,facebook
3041,Female,18-24,Sweden,facebook
3042,Male,55-65,Sweden,facebook
3043,Male,45-54,Sweden,facebook
3044,Male,18-24,Sweden,facebook
3045,Female,45-54,Finland,Google Ads
3046,Male,55-65,Norway,Paid Search
3047,Female,25-34,Norway,facebook
3048,Male,45-54,Norway,Google Ads
3049,Female,18-24,Sweden,facebook
3050,Female,25-34,Denmark,Display
3051,Male,18-24,Sweden,Google Ads
3052,Female,55-65,Norway,Google Ads
3053,Male,25-34,Sweden,Organic Search
3054,Male,25-34,Sweden,Organic Search
3055,Female,25-34,Denmark,Google Ads
3056,Female,18-24,Finland,Unknown
3057,Female,18-24,Sweden,facebook
3058,Female,18-24,Sweden,facebook
3059,Female,55-65,Norway,Google Ads
3060,Female,45-54,Sweden,Display
3061,Female,55-65,Denmark,TV
3062,Female,65-55,Sweden,Google Ads
3063,Female,25-34,Finland,Google Ads
3064,Female,18-24,Denmark,Google Ads
3065,Female,35-44,Sweden,Google Ads
3066,Male,55-65,Finland,Bing
3067,Other,18-24,Sweden,Google Ads
3068,Female,25-34,Norway,facebook
3069,Female,55-65,Norway,Google Ads
3070,Female,35-44,Sweden,Paid Search
3071,Male,35-44,Norway,Google Ads
3072,Female,35-44,Finland,Google Ads
3073,Female,55-65,Norway,facebook
3074,Male,25-34,Denmark,Paid Search
3075,Male,55-65,Finland,facebook
3076,Female,18-24,Sweden,Unknown
3077,Female,35-44,Denmark,Organic Search
3078,Male,25-34,Sweden,Organic Search
3079,Male,45-54,Denmark,facebook
3080,Female,45-54,Norway,Google Ads
3081,Male,25-34,Norway,facebook
3082,Male,18-24,Norway,Unknown
3083,Male,18-24,Finland,facebook
3084,Female,25-34,Sweden,facebook
3085,Male,55-65,Finland,Unknown
3086,Female,45-54,Sweden,Bing
3087,Male,25-34,Sweden,facebook
3088,Female,25-34,Sweden,Unknown
3089,Male,35-44,Finland,Display
3090,Male,18-24,Sweden,Paid Search
3091,Male,35-44,Denmark,Google Ads
3092,Female,25-34,Sweden,Google Ads
3093,Other,18-24,Sweden,Bing
3094,Female,18-24,Denmark,Unknown
3095,Male,18-24,Finland,Google Ads
3096,Female,55-65,Denmark,Display
3097,Female,25-34,Norway,facebook
3098,Male,55-65,Norway,facebook
3099,Male,25-34,Finland,Google Ads
3100,Male,18-24,Sweden,TV
3101,Female,65-55,Sweden,facebook
3102,Male,35-44,Norway,Google Ads
3103,Other,25-34,Denmark,Organic Search
3104,Female,45-54,Sweden,facebook
3105,Female,18-24,Sweden,Organic Search
3106,Male,35-44,Finland,Organic Search
3107,Male,18-24,Sweden,Google Ads
3108,Male,45-54,Norway,Display
3109,Male,18-24,Denmark,facebook
3110,Male,45-54,Finland,Paid Search
3111,Male,25-34,Norway,Google Ads
3112,Male,45-54,Finland,facebook
3113,Other,55-65,Sweden,TV
3114,Other,45-54,Finland,Google Ads
3115,Female,55-65,Finland,TV
3116,Male,65-55,Finland,Google Ads
3117,Female,45-54,Norway,Paid Search
3118,Male,55-65,Denmark,Google Ads
3119,Male,25-34,Denmark,Google Ads
3120,Female,25-34,Finland,Organic Search
3121,Female,35-44,Sweden,Display
3122,Female,25-34,Sweden,Paid Search
3123,Male,45-54,Sweden,facebook
3124,Other,65-55,Finland,TV
3125,Male,18-24,Sweden,Paid Search
3126,Female,55-65,Finland,facebook
3127,Male,45-54,Denmark,facebook
3128,Male,35-44,Finland,Paid Search
3129,Male,55-65,Denmark,facebook
3130,Other,25-34,Sweden,Paid Search
3131,Female,18-24,Sweden,Google Ads
3132,Female,35-44,Sweden,facebook
3133,Male,35-44,Sweden,Bing
3134,Male,25-34,Sweden,facebook
3135,Female,18-24,Sweden,Organic Search
3136,Female,55-65,Norway,Google Ads
3137,Female,25-34,Denmark,Google Ads
3138,Female,18-24,Denmark,Paid Search
3139,Female,45-54,Denmark,Google Ads
3140,Female,25-34,Sweden,Paid Search
3141,Male,18-24,Finland,facebook
3142,Female,35-44,Sweden,facebook
3143,Female,55-65,Norway,Google Ads
3144,Female,25-34,Finland,Google Ads
3145,Male,18-24,Finland,Google Ads
3146,Female,55-65,Denmark,Paid Search
3147,Female,45-54,Sweden,Organic Search
3148,Female,35-44,Denmark,facebook
